,0
192,"First Gru Ver that I've tried and it's delicious, for the price definitely worth a spot in your wine fridge."
193,Yum on Clair junk
194,"Pear, citrus and floral tones on the nose. The texture is surprisingly oily but balanced. The palate has green grapes and white pepper."
195,"Apricot, white pepper, apple blossom"
196,"Extra crisp and acidic Green apple, citrus"
197,Very good. Borderline 4.5.
198,Fresh and fruity ... as always
199,Amazing Riesling from Austria ! I'm very impressed with the minerality and quality.
200,"Light and dry. Good acidity, green apple, grapefruit. It went really well with carbonara pasta"
201,Great sparkly fresh taste of citrus and honey.
202,I'm a sucker for Gruners. Especially with oysters. This is great with shellfish or oysters.
203,Has a floral nose with Granny Smith apples. Very minerally and sharp on the palate. Falls a little flat and finishes with star fruit
204,apple citrus pear minerals
205,"Very enjoyable, very typical Gruner Veltliner. Mineral notes lead with straw, lemon seed, and green apple, as well. Good wine, fairly priced."
206,citrus apple pear minerals lemon zest grapefruit honey fennel grass butter
207,"Light golden. Citrus, stone fruit, white pepper. Med weight, dry with fresh acidity, minerals, lime, grapefruit, med length. Good value"
208,Amazing wine. Good balanced. Cheers
209,"Oh, so nice and fresh gruner. Peach, minerals and pepper. Lovely."
210,"Beautiful mineral notes in the aroma, followed by light flavors of lemon grass and citrus."
211,"Excellent wine and top year, just need a view to the Alps to make it complete"
212,Takes me back to Wachau
213,"Typical Grüner, lively, nice acidity"
214,"Aromatic , spices , bright acidity ... Lovely wine to drinks in summer"
215,"Broad aromatic. Round w/focused acid, good length."
216,For 15 it’s still bright and fresh .. drinking very well
217,"Crisp, refreshing with. O aftertaste. Actually since some oak, but very little. A very good Gruner Vetliner, especially for the money"
218,"Fairly dry, strong pear and crisp apple . Solid Austrian"
219,Crisp clean and fresh!
220,"Medium body, rich, but dry, delightful."
221,A summer gangbuster ice cold
222,"Apricot, Peach, Medium Acid"
223,Not a big Gruner expert but this one was nice.
224,"Lacking both the intensity and finesse of its Smaragd cousins, without substantial price difference in between. If you can, make the upgrade."
225,Refreshing. Some small bubbles.
226,"3,8. Grapefruit, green apple, good minerality. Abv. 12,5 %"
227,"Excellent gruner veltriner, with a crisp and balanced taste."
228,"Dry, mineral driven and very well balanced."
229,light. Smooth. Semi sweet lingering citeus
230,"Lime, peach, white pepper. Great value"
231,Pale yellow mineral nose citrus and lemony
232,"Quite nice. Citrus, apple, with some stone."
233,"Spicy Aroma of this Veltliner works well for me, medium bodied and good structure"
234,citrus apple minerals green apple lemon blood orange
235,"Very good in quality, easy to drink. Great balance with the flavors and the acidity. Great value for this beautiful bottle. Cheers!"
236,Interesting and complex Lemony
237,"Stone, apricot, green apple, forward with a very clean finish. Excellent."
238,Great acidity fresh powerful will be interesting to see how it develops
239,Refreshing and slightly sweet. Paired well with sushi
240,"Great GV! Semi dry, with floral notes and strong exotic fruit flavors. So delicious!"
241,"Fresh and fruity. Green apple, pear, citrus, minerals, pepper."
242,Dry. Full body. Apricot. Mineral. Great with trout cake lunch at SnowCreek condo.
243,"Green apple, and pear with hints of citrus acidic and very dry"
244,Dry with some mineral. Light fruit paired great with mussels.
245,"Ohhhh a new grape discovery for FarQ's repertoire! Spicy, citrus pallate. Very very pleasant drinking with a chili cuttlefish salad"
246,Best of Austria. Well balanced and round. Cheers!
247,"Very nice Veltliner, fruity"
248,Super quality for this price
249,"Balanced finish, very typical gruner"
250,"Green apple, nice minerals"
251,citrus green apple minerals
252,Very good one!!!! With citrus apple green apple lemon minerals grapefruit minerals honey 🥂🥂🥂
253,"Excellent GV. Very elegant, mineral, a really attractive wine. Best buy @ €12."
254,Again and again and again very good
255,"Great acidity, salty at first sip, citric on the nose"
256,"Best GV I’ve had to date. Light, crisp, not sweet. Pear, green apple. Needs food and loved asparagus, shallots and gnocchi. Nob Hill $17."
257,"Light white wine, notes of tree fruit, unripe peaches, walnuts, apple, fig, pear, medium high acidity, low sugar, mineral, short finish. Pleasant."
258,"3.7 very nice and affordable GV from good producer. Fresh aromas of white peach, pear , melon , good acidity , light and pleasant style."
259,"Citrus, lingering taste. Dry and refreshing."
260,Citrus smell with grassy notes
261,Sharp and sharpy
262,citrus green apple lemon dry
263,"Excellent white, medium dry. Great taste."
264,"Citrus, wonderful with fish"
265,"Super enjoyable and good friendly. Balanced fruit, acid and alcohol."
266,"White blossoms, Asian pear, herbs"
267,Fresh white with hints of apple and lemon. 3.8/5
268,Great acidity. Love this wine. Good fruit
269,"Good price/quality, well balanced acidity - Twisk"
270,"Very well balanced, medium-bodied with lemons, white pepper, green apples and spices"
271,Nice wine bought at the HEMA €7. Soft wine with taste of papaya. Good wine for asian dinners
272,"great balance and acidity, very moreish. love this stuff"
273,Really good example of GV
274,"Flinty as, love it"
275,Excellent with or without food. Great fruit character.
276,Bright and crisp. Citrus and mineral notes. Medium finish. Will definitely get more.
277,Good value wine. Floral and citrus. Nicely balanced. Good with fish.
278,My favorite white grape... 🍐
279,Great grüner for the price point. Didnt expect much - pleasantly surprised
280,"Smooth, lovely lingering finish."
281,Crisp and fresh. Easy apero
282,Fruity but dry and astringent
283,Matched the Moreton Bay bug course perfectly. Subtle Riesling like.
284,"Enjoyable, worth carrying back from Munich."
285,great crisp nose and palate
286,"Green apple, citrus and floral aromas. Crisp, dry but full mouthfeel. Good, balanced finish."
287,Apple. Nice acidity. A hint of white pepper. Distinct minerality. Lovely.
288,Unremarkable but pleasant
289,Great gruner. Well priced.
290,"Delicious white wine, perfect with seafood dishes"
291,"Green apple, apricot, minerals.very nice quality for this price!!!"
292,Yum yum. Sharp fruit. Great acid for a crisp finish.
293,"Ripe fruit character Yellow apple, green apple, lemon peel, grapefruit White flowers, dandelions"
294,Nice fruity and good for summer white meat meal.
295,grass stone honey pineapple apple minerals
296,Pronounced powdered white pepper with undertones of citrus. Lean. High acid. Lots of juicy stone fruit and lime on the palate.
297,Light crisp full of minerals and melon. Very nice especially at the price point.
298,Chef night in Boulder.
299,"Citrus, strong finish of pepper"
300,Nice fresh dry veltliner. Green apples with some nice minerals.
301,Delicious Grűner. Strong mineral notes with undertones of petrol and grass.
302,"3.75 Dry green apple lemon lime citrus minerality on the back end, some spice"
303,citrus apple green apple minerals pear
304,Peaches and soft fruits with citrus hints
305,"Very spicy veltliner,very well balanced"
306,"Fruity, but not too much drank w poke bowls. Unaerated"
307,Citrus and pear. Very light spritz.
308,Great acidity and freshness
309,Love this wine and this wine region. Federspiels can't have more than 4g/L residual sugar. Just a hint of sweetness. Perfectly balanced the acid.
310,Green apple and pear in the taste of this typical GV from Wachau. Very good value
311,"Nice, smooth fruits"
312,"Crispy clean, great young GV."
313,"Citrus, lime, honey, minerals. Nice for sipping."
314,citrus green apple minerals peach spy valley?
315,Key Lime and Pepper??? It works!
316,Refreshing and dry. Green apple. Lime zest. Tart and bright.
317,"Green apple, lemon, melon, citrus. Just a fun, entry bottle into this region, grape and style."
318,Stunning minerality and acid. Still good weight.
319,Better than average Gruner: extremely we'll balanced
320,Fabulous example. Love
321,"Lovely acid, fruit weight and well, just bloody delicious"
322,Tasted Blind and thought it was Pinot Grigio from Friuli. Lees!!! 12.5% alc
323,"Stones, minerality, oily texture, petroleum on nose with nice acidity and crispness."
324,"Medium bodied, elegantly balanced, notes of white spice."
325,"Pale and lemon look. Strong aroma in apple base with floral note. High acidity, short finish, pear and apple feel, with the hint of lime. Refreshing, balanced, not too complicated, make it a good wine for drinking events."
326,pale to darker yellow-green in color; medium body; no significant tannins w/slight acidity; pleasant aroma of lemons; nice peppery aspect; very little oak. very very good!
327,Good wine...! Agree with the tasting notes below ;-) for this price you can buy two bottles! Ohh I just did....
328,"Great crisp and mineral Veltiner. So true to the varietal fruity on the nose, crisp and clean easy drinker."
329,"Well made and indicative for Gruner. Somewhat like a Riesling, though less powerfully aromatic and also has a really nice sweet sage aroma. Otherwise dominated by malic green fruit, apple, pear, lemon, wet slate."
330,"3.4 Middle powerful aroma of green apple and pear, dusty ample lemon and lime, blossoming pale yellow and white flowers. Dry, high acidity, medium body, small concentrated bubbles, taste is straight and fresh, harshy a bit from the first perception, than salty bitterness arrives with some minerals, not long finish."
331,Lunch Quaffer at Whitegrass (Chef Takuya Yamashita). Easy going GV with lively acidity. Rock minerality. Grass. White peach. Celery. Paired well with the executive lunch menu with mix of seafood and poultry dishes.
332,"primary elements of citrus, apple, herbaceous (asparagus, capsicum), pineapple & wet stone. appearance is clear pale lemon. aromatics is clean, pronounced intensity & youthful. palate is dry, medium (m)+ acidity, m alcohol, m body, m intensity & m length. good. drink now & has potential to age. verdict: #haveabottle #dowrs _____ 📍@wineintuition 🥂 WSET 3 Week 4 bottle credits: @wineintuition #30072018"
333,"Delicious and light. Fruity, but not overpoweringly that way. Wish I had more."
334,"Mineral, pear drops and honey. A little developed. Good length and acid balance."
335,"Light golden yellow colour with green and silver reflexes. Juicy pears, ripe yellow apples, some melons and nice minerality, fresh acidity and medium long finish."
336,"More body than your typical grüner, but still has the typical honey, apple and honey notes. Maybe slightly more mineral-y than i'm used to, but still yum."
337,Pale yellow with slightly green reflexes. Discret flavors of white peach and apricot a bit of almond slightly mineral. Medium body juicy acidity and medium long finish.
338,Probably the best veltliner I have ever had .... it was green grapes apples and light minerals but all with a velvet wrap of smooth fruit that holds a tad of sugar
339,"Score: 3.8 Acidity: high Sweet: dry Asparagus flavor, like Sauvignon Blanc. Because high acidity and low sweetness, the taste is very thin and not balanced well."
340,"Fresh Grüner Veltliner from Wachau. Grey pears, blossoms, pepper, lime, citrus and minerals. Dry with fresh taste of citrus with a peppery, salty finish"
341,"Citrus and lime, pineapple, touch of oak, Flint on the nose. Pretty good body and structure with very little RS. Palate shows hints of green. Enjoyable wine."
342,"Quite simple, with green apple and hints of white pepper. Palate dry, bit of texture or creaminess. Finish medium. Would be quite nice on a hot summer day"
343,"Golden yellow, crisp and fresh, with medium body. A hint of citrus and green apple, flinty finish. Nice gruner, but I prefer a more fruity or floral palate."
344,You can't go wrong with this GrüVe
345,"Nice, clean, refreshing wine. Surprisingly slightly tart, where I expected sweet. My first Austrian wine, I believe. I'm impressed and will definitely buy again."
346,"Crisp, delicate Grüner as it should be. Green apple, pineapple, pear to the palate and forest flower aromas. Austrian Grüner from Wachau never disappoints !"
347,"Dry, fruity and full of acidity, a good Austrian wine"
348,"Mild lemon-lime base with a pronounced minerality throughout. Honey, cantaloupe flavors on a finish that I would say is relatively heavy for a Gruner."
349,"Pale straw yellow colour. On the nose peaches, passion fruit, hire floral notes and minerals. On the palate medium bodied with high acidity and a long citrus finish."
350,"Light with high acidity and a pleasant soft bitterness. Green apple and citrus on the nose. Dry, crisp and steely on the palate with flavour of green apple."
351,Amazing. Tastes like it could be a cousin of a good Muscadet echoing good minerality and zingy acidity with deep citrus and some faint tropical flavours. Big winner.
352,"Gosh I loved this gruner, with plentiful acid to make it super crisp and refreshing to drink. Aromas of white flowers, melon and pear. Yum."
353,Bill says 3.5 and I say 3. The unique flavor means it isn’t great alone but it vastly improved and was enjoyed with chicken and boc choy spicy stir fry.
354,"It's good without being particularly exciting. Crisp, slightly floral and aromatic, with a nice acidity. Great accompaniment to spicy foods, but probably wouldn't look for it to sip on its own"
355,"Crisp green apple on the nose is about all I get, but it's about all I need. Stone and apple peel on the palate. What I wouldn't give for some cheese fondue and strudel!"
356,"Very crisp, refreshing, high acid. Good summer wine, or pairing with seafood. I ate it with a Shackburger from Shake Shack because I like to live on the edge like that. That worked too."
357,"Tangerine and white flowers. Nectarine and white peach with beautiful jalapeño spice. Very solid entry level Gruner. Acidity medium, alcohol medium - (12.5%), medium body. Nice!"
358,"Wonderful, bracing acidity and slightly funky!"
359,"Medium+ acidity, medium alcohol, medium body, medium+ length with flavours of green apple, white flowers, melon and wet stone. Very tasty and just in to the mid price point at $21. Very good wine!"
360,Always miss this wine blind. Much more of a fruit forward style of grüner. Some spice elements but not overly white pepper or radish like you would see in a more classic example.
361,Well in fact this is not a wine but a brandy with a taste more like a rakya. Deep amber colour. Mild fruity taste. 40% of alcohol but so smooth you can not find it. Noble finish.
362,"Very nice Gruner, just short of being excellent. Nice bright fruit, well rounded juicy acidity and good mineral finish. All things you are looking for in this varietal at a good price point. 89Pts"
363,"Good quality per price. 100% Gruner Veltliner from Wachau, Austria 🇦🇹. Typical notes of apple, citrus, peach, pear, grass, pineapple and white pepper. Medium body, high acidity, high minerality"
364,Great easy to drink vetliner.
365,"Dry, delicious, yellow straw color, slight spice and smoke, fabulous."
366,"Dry, rich and fresh. Crispy hint of citrus. A taste of summer!"
367,"aroma of green apple, tones of grapefruit and pears"
368,Nice champagne-like colour with a grey tint. Nose not intense with some white fruit notes. Off-dry with peach on the tongue with a little flinty dyness. A touch of creamy mouth feel.
369,"Decent, consistent GV. Lovely nose of pear, grapefruit, hint of pepper. Palate explodes with apricot, lemon, lime, capsicum and white pepper in the finish. Typical mouth watering acidity."
370,"Light straw colour, green fruits aromas, Citrus, herberous, short finish."
371,"Nose is of stone, minerals and green apple or pear, with high acidity that lingers as is usual for Grüner Veltliners. Not usually my preferred style of white wine but not bad. 3.3"
372,"Nice basic Grüner Veltliner from Wachau. Refreshing, easy-to-drink wine after a long day. Citrus, green apple for the open. Nice acidity, medium body. Maracuja, pear - maybe - on the palate."
373,Cheers! Served on our ship and enjoyed the fruit and dry!
374,"Nice and dry, albeit lacking much distinctiveness. Paired nicely with a variety of small plates at Superba Snack Bar. It fill the bill perfectly."
375,"pale lemon, medium minus intensity, simple, bananas, pineapple, lychee, mango, peach lemon lime. Youthful dry high acid medium body"
376,Good Gruner falling just short of a score of 4/5. Clean and crisp colour with a nose of apples. Good minerality and delicate fruits on the palate.
377,"Light, Med+ acidity, low tannins and dry. Pear, green apple, pineapple juice, minerals, spice and light Chardonnay butteriness. Good value."
378,"Vienna 2018: Starting dinner with a typical Grüner Veltliner. Young, fresh and a slightly typical black pepper touch. Cheers - Salud - Prost"
379,"Domäne Wachau visit 1/12. Great aperitif wine. More nose than body. Green apple, lime (flesh not zest) and decent acidic finish."
380,"N: pear, banana, citron P: light bodied, dry, medium acidity, medium- minerality T: follows nose less sweet F: short, consistent"
381,"Not bad for a hot summer day, but I felt alcohol is too much in your face and overall nothing particularly interesting. Green apple, melon."
382,Nice QPR. Apricot and white peach with some citrus and a lemon zest on the finish. A very light funk that adds to the character.
383,"Very well balanced Veltliner with a soft and tender acidity. Not one of the harsh and pepper tasting Veltliner, but easy to drink. 12,0 vol%"
384,"Light, mineral and fruity Gruner Vetliner. Easy to drink. Pale yellow colour. High acidity. Green apple in taste. A bit blandness finish."
385,"Distinctive. Yellow apple, citrus, white pepper. High acidity. Pairs beautifully with Wiener schnitzel and Austrian potato and cucumber salads"
386,"sharp and high on acidity. lime, pepper, citrus fruits, floral aromas. medium, acidic finish. refreshing GV but I prefere others."
387,Nice entry level with decent green and citrus fruit and high refreshing acidity. Not a stunner but a solid introduction to the proper stuff.
388,Very light nose hinted at wet grass. Continues with a light body and flavors of pear and lemon peel. Flat finish and not quite worth a second look.
389,"Creamy,yummy,served cold,melon,apricot,toast,light vanilla,drank whilst watching UK vs Iceland,amazing and happy,great drop,enjoy🌟"
390,"Pear and grapefruit on the nose. Beautiful notes of honey, apple and citrus on the palate. Nice acidity, helps cut through rich grilled fish!"
391,"Nice floral GV, mirabelle, peaches, elderflowers, sweet spices, , lacks a bit of crispiness and acidity. Apples, more red than green"
392,"3.7. Golden straw color, kiwi on the nose. Citrus, some tropical fruit. Medium plus acidity. Tingly finish of white pepper. Good with Thai food."
393,"Light straw color. In the aroma of peaches, pineapple, caramel shades, green grass, then spicy development. The taste is very light, elegant, citrus."
394,"Solid white that comes across similar to a Trimbach Gewurztraminer... higher sugar than a Pinot Gris but also a more solid, lengthy body... a beast to have on a sunny afternoon's day."
395,"Crispy taste, with enough flavor and frutiness. Hints of green apple, citrus, good value for the price."
396,"Pale yellow in color. Pear, green apple, lime, honey, dust, floral, marjoram, grass, and faint white pepper on the nose. Green apple, lemon, and a green vegetable note on the palate. Dry with a crisp acidity and medium body. Tart lime finish that lingers done the middle of the tongue."
397,"👁 Clear, medium gold. 👃🏻 Lemon, green apple, pear, pineapple, with vegetal notes of straw, salt and savoury white pepper. Slight cheese note. 👅 Mostly dry, medium body and acid. Palate has notes of pear, ripe peach and melon. Grapefruit. Minerals and salt. Bit of spritz and sourness in the finish. 💯 Give it a go."
398,"Pale color. Soft nose with white flowers, saline, soft apple and very soft stone fruit. Medium high acidity. Crisp. Light body. Pear, stone fruit, and citrus. Finishes with vibrant and nice acidity. 3.7⭐️"
399,"Tasted this blind at SommConn DC. I called this one wrong. Pale in color with green tints. White flowers, floral notes, restrained fruit nose. No apparent oak. Stone Fruit and light apple notes. Neutral, stainless steel aged clean and crisp. Heavy stone fruit body. Bright vibrant acidity. Finishes tart and sour."
400,"Finally bagged the big fish! ...In this case, the most expensive GV that we sell at my store and the only one I had left to try. Fruity aromas of golden delicious apple, ginger, lime juice, passion fruit, and rambutan with hints of radish and quince. Savory lime and white pepper on the palate. Medium body with bright acidity. Perfect accompaniment to many foods or on its own!"
401,"Crisp Gruner from Austria. This wine was light in color with green flecks - no visible sediment, and medium minus viscosity. The nose showed lemon, grapefruit, and plenty of herbs and spices (white pepper). The palate is lively and fresh with acid. No disappointments on this bottle. Cheers!"
402,"3.6 - Federspiel is derived from falconry which was a leisure activity of nobilty in medieval times. 12.5% abv with only 1.4g of RS. As you’d expect with a low sugar content this is a dry style of the GV expression. Golden & slightly green colour to the naked eye. Not a very aromatic wine but what there is on the nose I sense green apple, white pepper & pear. On the palette a crisp medium body with medium acidity with juicy green apple & white pepper following through. A good length to finish."
403,"It is quite possible that I have given the kids my wine, while I drink their apple juice😳 Slight plastic notes on the nose, but otherwise just full of crisp green apple. Palate is, for a change, apple with some oily characteristics"
404,"Tonight was cook at home night with steamed coral trout, ginger and black bean sauce inspired by this bottle of Gruner. Worked wonderfully! It's flinty like a Chablis just more oily like a Viognier and uniquely spicy like a Gruner. lots of unique spice aromas: ginger, pepper, basil. Med body, med alcohol, med-long length."
405,"Excellent Veltliner- dry with crisp citrus and thyme notes, some nutty hints and a marvelous velvet finish, despite the distang hint of a bubble. Lovely stuff; a tad weighty at 13pct but not enough to mark it down more than a half-star."
406,"Have always loved this variety. Golden is the glass with pronounced notes of lemon, lemon pith and spice. The citrus continues onto the palate with more defined lemon juice rather than pith with yellow grapefruit coming through also. Hints of honeysuckle and chamomile dance around the citrus with a soft spice known in Gruner Veltliner. It is medium bodied with balanced acidity that delivers a beautiful freshness and mouthfeel. A great accompaniment to light thai curries or a white flesh dish with substance."
407,An interesting spice to it
408,"Nice minerality, peach, nectarine and really nice and ripe on the nose. Light citrus on the palate, crisp acidity and more of that ripeness and a very slight honeyed quality, possibly slightly late harvest in parts? Nice refresher of a wine"
409,"A medium bodied austrian delight! Grüner is a perfect drink for the Australian summer! Crisp and dry with aromas of green apples, lychee and honeysuckle. The finish was clean with a touch of white pepper spiciness!"
410,Nice light white wine
411,"It took me a bout a million swirls and snuffs to appreciate the nuance between this varietal and Riesling, but I think I've finally had a breakthrough. White pepper, lime, grassy notes and zesty acidity really make this wine something special."
412,Clear Pale Yellow green Medium-aroma Citrus Lemon Lime Floral Youthful Dry Medium - alcohol Light body No tannin Medium + acid Lemon Lime Celery Mineral Pepper hint This is a good wine Drink now Suitable for aging
413,"Little sweeter than our preferred Gruner, but delicious nonetheless, love the Wachau!"
414,"Aromas of tart apples and lime blossom. Med plus acidity, medium body. Lingering citrus finish. Versatile, good value wine for $15!"
415,"Happy White Wine Wednesday! Pale yellow color with silver watery rim. Aromas of wet rock and citrus zest on the nose. Lots of mineral notes upfront with green fruits. Flint and saline with watered down lime juice, green honeydew melon, underripe starfruit. Dry with a slight effervescent tingle and medium acidity. Very light and refreshing! A Good Gruner!!👍🏻🥂"
416,Simple white with medium body and medium plus acid. Pears on the palate and nose. Minerals and finishes with nice medium plus acid. This wine had a bit of fizz early that dissipated with time. Good with sushi
417,"Cut grass, melon and tart nose. Quite acidic, lengthy due to acidity, but pleasant. Apple and pear and almond. Interesting varietal. Would drink again. Not heavily chilled, but cool enough to tame the acidity."
418,"Servus Österreich! What a refreshing change of scenery in the white wine cupboard. So glad we get the opportunity to taste these Austrians in Australia. Peach and spice (vanilla) embedded in some minerality, everything in beautiful harmony and well balanced. The best $23 spent on a white wine in a long time."
419,"2017 vintage tasted April 2018. Grapefruit-lemon flavours, slightly tart, and chalk/mineral characteristics. It was a bit too restrained when first opened and better after a day in the fridge - so worth letting it breathe and could be a candidate to cellar for a while. I had it by itself and think it'd be well-served with chicken or cheese. 3.4 stars: v.good."
420,"Light yellow Apple notes with the spicy, white paper finish you'd expect from a high quality Gruner. I love the citrus notes along with the earthiness that encompasses the pepper notes with the acidity that I look for to denote a high quality wine. Buy. Drink. Repeat."
421,"Lovely savoury citrus nose, lemon sorbet accent The pallet is a very refreshing lime, lemon, dried citrus savoury, smooth & almost creamy.. Peach apricot back end into the tail, mid length Totally enjoyable!"
422,"3,4⭐️ Bright green-yellow In the nose light aromas of pear, citrus and green herbs. On the palate fresh and dry, lime, lemon and grapefruit biting, radish and white pebber in the finish. Medium body, high acidity and medium alcohol. Had it for Danish “tarteletter”.. - went well!"
423,"Domäne Wachau is perhaps the most revered winery in Austria and this Grüner is a good example of why. Lots of complexity on the layers of crisp flavours - tart lime zest leading to fresh melon, underripe stone fruit, a hint of spice and a lingering minerality on the finish."
424,"3,7 Greenish color, green apple, pepper and citruses in a bright aroma. Cherry-plum and citruses in the taste, pepper is clearly appeared in the aftertaste. Acidity is above average, noticeable bitterness. Feels tannin a little bit."
425,"Nose: yellow apple, citrus, lime zest, green pear, & minerals. Palate: grippy acidity & full body. Green apple warhead, grapefruit, honeydew, & herbaceous. Opinion: best value you’ll get for a Grüner Veltliner. $12 bottle from Bottle Barn. Wachau is in lower Austria and is one of the most premier grape growing regions. Delicious wine!"
426,"New vintage tasted. Yellow apples, lime, pear, tutti frutti, grapefruit, hay and minerality. Dry, med bodied, med+ acidity. Taste follows the nose citrus fruits and pear pronounced. Medium zesty finish. Good quality and great QPR!"
427,"In the glass a golden yellow color with greenish hue. On the nose flavors of nuts, lemon, green apple, light pepper and fine herbs. Nicely balanced and juicy, ripe fruit in the mouth, with a nice long finish."
428,"This wonderfully dry Austrian cleanses the palate nicely. I paired it with shrimp sautéed in garlic and thick cut Taiwanese noodles providing an astounding contrast of spicy Asian cuisine and the acidic grapefruit and spicy green apple. Easy to imagine this as a perfect pairing with raw oysters, crab and mussels:"
429,Great summer wine. Dry and citrusy. Great minerality.
430,"Dry and crisp, full on citrus on the nose, grapefruit, and lemon with just the slightest hints of firm apricot, lovely palate, sharp defined citrus, the tangy side of yellow stone fruit keeping the acidity pleasant, finishes off with just a bit of bitter grapefruit pith finding it's way through, crisp throughout and finishes a bit too quickly but very clean, will be keeping my eye out for more GV."
431,"I don't drink a lot of GruVees, so lack basis for comparison, but here's what I can say about it: Mineral nose, very clean. Palate is also very clean, with mineral, a spicy element, and lemons, the latter emerging more with time. Great wine for simply grilled fish or oysters. Great bang for the buck at under $15."
432,Apples and good acid balance. Had with Indian food and it was a good value wine and food friendly option. Would buy again. Even the people that say “they don’t like” these types of wines enjoyed it
433,"Medium nose of apple, lemon, tropical fruit, almonds and grass. Light body with notes of smoke, mint candy, pear and stone. Would be nice with white fish, seafood, cheeses, cabbage and wienerschnitzel."
434,"Start of the weekend with this Grüner Veltliner from Domäne Wachau - Federspiel Liebenberg 2015 (3.7). Full citrus hints, pear and fresh mowed grass. Nice in minerals, slight hints of flint. Fresh and clear wine, very nice!"
435,"So Thursday brings on a soft curve upwards with a nice Austrian white. It's crisp crystal clear mineral white with slight emerald straw shine. A strange nose of fresh pear, faint madras curry, a little gunpowder and chicken stock. On the tongue it's soft acidity with a tender prickle, slight mineral taste notes combined with pomelo/citrus fruits and a faint oaky/smoked aftertaste. The texture is a little watery and the finale is short to medium with a lingering acidity and faint white bread impressions."
436,"Plums, sour apples, leather"
437,"Rocket, white pepper and green apple on the nose, Nice bit of funk on the palate, supple weight, soft phenolic finish with good length."
438,"Tried in May 2016. Nose : clean, med intensity of fresh green apple, chalky mineral notes and hint of cut grass. Palate : Dry, med acidity, med alcohol, med- body med intensity of green vegetable and lot of minerality."
439,"Just laying on a beach on tropical island in Thailand and decided to catch up on some TNs from my recent trip to Australia. This GV was your classic flavors. Stone fruit, green apples and a hint of grapefruit with a dry finish. Medium body and pleasant throughout. 3.6🌟"
440,"In the glass, crystal clear, no legs, pale yellow. On the nose: golden delicious apple, pear, wet stone. On the palate: dry; I love the acidity; well balanced, smooth, even, fruity. Nice finish. Well made. 88 points. Drink now."
441,"Moderate intensity of tart green apple, lemon, faint cream, lees, and an undercurrent of vegetal notes—watercress/root vegetables. High zippy acid drive the citrus/spice laden palate that has just enough weight/texture to finish in a balanced fashion."
442,"A beautiful GV from famed Austrian producer. One of the better GV's out there, I think. My Hungarian friend Szabolcs Böröczky summed it up best. ""Starting with minerality, grapefruit, apple,green ball pepper & opening up into honey, white flesh peach, white flowers & white pepper in the nose, medium plus body, medium plus acidity, minerality, citrus, apple & pear on the palate, medium plus finish. Balanced with nice minerality & decent ageing potential - also good value for money."" Try it!"
443,"This GV from Wachau (Austria), while more reserved than I hoped (on nose & palate) is still delicious as a midrange Federspiel. Nose subtly hints at tropical fruit, flowers & passion fruit with spice notes. Dry, crisp palate with nicely balanced acidity. Subtle tastes of juicy tropical fruit--mango, lychee & lemongrass--with white pepper notes & a mineral finish. WE: 91. Tasty, but I'd hoped for more from assertiveness from grapes grown on this steep, terraced vineyard."
444,"Nice Austrian Gruner Veltliener. Pale yellow greenish color with good viscosity. Fine nose with apples, white pepper and herbs. In the mouth it is medium body, bone dry, delicate, fresh, balanced and pretty drinkable with gentle fruitiness, spicy and mild bitterness in medium long mineral finish. Residual Sugar: 1g/l Acidity: 5,9g/l Alcohol: 12,5%"
445,"Fruits (pear, peach, apple, citrus and some tropical ones) rounded with honey on the nose. Minerals and salt with balanced acidity, plus already mentioned fruit cocktail on the palate. Short and mineral finish. Nice and moderately acidic medium body GV."
446,"3,7/5 Earthy and herbal Grüner Veltliner Med lemon color Med+ nose, developing, citrus, grapefruit, green apple, pear, white peach, dried herbs, thyme, sage, savory, mint, arugula, white pepper, minerals, crushed gravel, saline, beeswax and honey Palate dry with some residuals, med body, high acid, med alcohol, steely texture, med+ flavors intensity and med+ herbal finish Nice wine, balanced, focused, refreshing and delicious."
447,"Drank this one last year as well and really liked it. Still lovely, but this vintage is a bit flatter than the 2013. Lovely nose, still that nice balance between honey and acid notes, but the body is missing something."
448,"My first wine from Wachau ever! Now I’m beginning to understand what people mean when they describe Austrian whites as “lean.” Not overly aromatic. Smells like golden apple and pear, with a bit of lemon and crushed gravel. It has awesome mouthwatering acidity, and no sweetness (trocken!), with a pretty long finish but it is super duper clean and relatively light (even though it’s federspiel-“mid-weight” by Wachau standards). Tastes like it smells with a bitter, almost umami flavor like grilled asparagus 😋"
449,"Weekend for new wine styles! First time drinking an Austrian Gruner Veltlinger. Dry, crisp and refreshing with citrus and grapefruit, but quite more subtle than many similar style wines, such as the comparable Sauvignon Blanc."
450,"Haha... bought in the supermarket here in Austria. Together with a Smaragd from the same winery, to taste the difference. It seems I’ve already had this Federspiel. Same opinion as before. Not too complex, but exceptionally nice. The Smaragd shows a bit more length and complexity though. 12% - €8 @ Spar, Mayrhofen (A)"
451,"Probably a 3 star wine, half star more for the drinkability and the complexity of the nose. Lime, green pear, tropical fruits, white pepper and flinty notes. Medium body and acidity at the palate, oily and mineral with lemony flavours."
452,"3.7* Nose mineral with lemon grass, stones, freshness of breeze, minerals, steel and jasmine. In mouth still mineral but mixed with mint and lemon apple riched of herbs and bitter and something like a clove ... interesting one"
